"ID","Name","Location","AutoBegin","AutoResult","RoundNumber","WaitingRound","SlotConditions","OriginalConfigPath"
"5006115","不愿面对的真相","黑街:[2,5]","1","0","5","0","s1: is=2000011, 医典锁定=1","data/config/rite/5006115.json"
"5006116","医典第一篇","上城区:[1,12]","1","0","1","0","s1: is=2000011, 医典锁定=1 / s2: any={""cost.金币="":10,""all"":{""type"":""char"",""any"":{""生存>="":5,""智慧>="":5}},""is"":2000803}","data/config/rite/5006116.json"
"5006117","医典第二篇","上城区:[1,12]","1","0","1","0","s1: is=2000011, 医典锁定=1 / s2: any={""is"":2000014,""cost.金币="":10,""all"":{""type"":""char"",""any"":{""战斗>="":5,""隐匿>="":5}}}","data/config/rite/5006117.json"
"5006118","医典编修中","上城区:[1,12]","1","0","1","0","s1: is=2000011, 医典锁定=1","data/config/rite/5006118.json"
"5006119","最后篇章","上城区:[1,12]","1","0","2","0","s1: is=2000011, 医典锁定=1 / s2: type=char, any={""贵族"":1,""all"":{""!贵族"":1,""智慧>="":5},""is"":2000082}, !怪物=1, !动物=1 / s3: type=char, any={""贵族"":1,""all"":{""!贵族"":1,""智慧>="":5},""is"":2000082}, !怪物=1, !动物=1 / s4: type=char, any={""贵族"":1,""all"":{""!贵族"":1,""智慧>="":5},""is"":2000082}, !怪物=1, !动物=1","data/config/rite/5006119.json"
"5006120","医典编修中","上城区:[1,12]","1","0","1","0","s1: is=2000011, 医典锁定=1","data/config/rite/5006120.json"
"5006121","最最最后篇章","上城区:[1,12]","1","0","2","0","s1: is=2000011, 医典锁定=1","data/config/rite/5006121.json"
"5006122","僻静之地","野外:[1,14]","0","0","2","0","s1: type=item, cost.金币==8 / s2: type=item, cost.金币==8 / s3: type=sudan, 奢靡=1, rare<==3","data/config/rite/5006122.json"
"5006123","僻静之地","野外:[1,14]","0","0","2","0","s1: type=item, cost.金币==8 / s2: type=item, cost.金币==8 / s3: type=sudan, 奢靡=1, rare<==3","data/config/rite/5006123.json"
"5006124","强身之药","自宅:[2,12]","0","0","1","1","s1: type=char / s2: type=item, is=2001219, cost.可堆叠==1","data/config/rite/5006124.json"
"5006125","珍贵的样品","自宅:[2,12]","0","0","5","0","s1: type=item, is=2000382, cost.可堆叠==1","data/config/rite/5006125.json"
"5006126","治愈伤痛？","自宅:[2,12]","0","0","1","1","s1: type=char, 受伤=1 / s2: type=item, is=2001196","data/config/rite/5006126.json"
"5006127","不可忽视的痛苦","上城区:[1,12]","0","0","1","0","s1: any={""cost.金币="":5,""is"":2000021} / s2: any={""cost.金币="":5,""is"":2000021} / s3: any={""cost.金币="":5,""is"":2000021}","data/config/rite/5006127.json"
"5006128","新药研发","上城区:[1,12]","0","0","3","5","s1: is=2000011 / s2: type=char, any={""is"":2000352,""智慧>"":5}, !动物=1, !怪物=1","data/config/rite/5006128.json"
"5006129","救命","上城区:[1,12]","1","0","1","0","s1: type=char, is=2000011 / s2: type=char, 主角=1 / s3: type=item, cost.消耗品==1, !金币=1","data/config/rite/5006129.json"
"5006130","诡异的订单","上城区:[1,12]","0","0","3","5","s1: type=char, is=2000011 / s2: type=char, any={""is"":2000352,""魔力>"":5}","data/config/rite/5006130.json"
"5006131","并非为人类准备的","上城区:[1,12]","0","0","1","3","s1: type=char, !动物=1, !怪物=1 / s2: type=item, is=2001197 / s3: type=item, is=2001197 / s4: type=item, is=2001197","data/config/rite/5006131.json"
"5006132","失约的惩罚","自宅:[2,12]","1","0","1","0","s1: type=char, 主角=1 / s2: type=item, cost.消耗品==1, !金币=1","data/config/rite/5006132.json"
"5006133","纹身图样","自宅:[2,12]","0","0","1","1","s1: type=item, is=2001198, 正在阅读=1 / s2: type=char, !动物=1, !怪物=1","data/config/rite/5006133.json"
"5006134","夜晚的馈赠","自宅:[2,12]","0","0","1","1","s1: type=item, is=2001218 / s2: type=item, is=2001199","data/config/rite/5006134.json"
"5006135","暗夜之饮","商业区:[10,19]","0","0","1","1","s1: type=item, is=2001221 / s2: type=char / s3: type=char / s4: type=char","data/config/rite/5006135.json"
"5006136","宝石原石","商业区:[10,19]","0","0","2","0","s1: type=char / s2: type=item, cost.金币==2 / s3: type=item, cost.金币==4 / s4: type=item, cost.消耗品==1, !金币=1","data/config/rite/5006136.json"
"5006137","宝石镶嵌","自宅:[2,12]","0","0","1","1","s1: type=item, 装备=1, !动物=1, !怪物=1 / s2: type=item, 宝石=1, cost.可堆叠==1 / s3: type=item, cost.金币==2","data/config/rite/5006137.json"
"5006138","不妥当的珍宝","商业区:[10,19]","0","0","1","3","s1: type=item, is=2001267, !已拥有=1, cost.可堆叠==1 / s2: type=item, is=2001267, !已拥有=1, cost.可堆叠==1 / s3: type=item, is=2001267, !已拥有=1, cost.可堆叠==1 / s4: type=item, is=2001276","data/config/rite/5006138.json"
"5006139","染血的钻石坑","野外:[2,14]","0","0","1","7","s1: type=char, is=2001279 / s2: type=item, is=2001280 / s3: type=item, is=2001281 / s4: type=char","data/config/rite/5006139.json"
"5006140","染血的财富","野外:[2,14]","0","0","3","0","s1: type=char / s2: type=char / s3: type=char / s4: type=item, cost.挖矿奴隶=[1,99]","data/config/rite/5006140.json"
"5006141","希望之钻","野外:[2,14]","0","0","1","0","s1: type=char, any={""is"":2000022,""all"":{""is"":2000369,""命运的羁绊"":1}} / s2: type=item, is=2001278","data/config/rite/5006141.json"
"5006142","香烤肥鸽","自宅:[2,12]","0","0","1","1","s1: type=item, is=2001284 / s2: type=char / s3: type=char / s4: type=char","data/config/rite/5006142.json"
"5006143","宝石之宴","上城区:[1,6]","0","0","1","0","s1: type=char, any={""妻子"":1,""新妻"":1} / s2: type=item, 已镶嵌=1 / s3: type=item, 已镶嵌=1 / s4: type=item, 已镶嵌=1","data/config/rite/5006143.json"
"5006144","治愈伤痛","自宅:[2,12]","0","0","1","1","s1: type=char, 受伤=1 / s2: type=item, is=2001196","data/config/rite/5006144.json"
"5006145","贵公子的珠宝订单","自宅:[2,12]","0","0","2","0","s1: type=char, is=2000019 / s2: type=item, cost.金币==5 / s3: type=item, 宝石=1, 大颗=1, cost.可堆叠==1","data/config/rite/5006145.json"
"5006146","贵妇人的珠宝订单","自宅:[2,12]","0","0","2","0","s1: type=char, is=2000019 / s2: type=item, cost.金币==5 / s3: type=item, 宝石=1, 大颗=1, cost.可堆叠==1 / s4: type=item, 宝石=1, cost.可堆叠==1","data/config/rite/5006146.json"
"5006147","小狗的珠宝订单","自宅:[2,12]","0","0","2","0","s1: type=char, is=2000019 / s2: type=item, cost.金币==5 / s3: type=item, 宝石=1, cost.可堆叠==1","data/config/rite/5006147.json"
"5006148","宝石的底板","自宅:[2,12]","0","0","0","1","s1: type=item, any={""all"":{""is"":2001275,""any"":{""all"":{""s2.is"":2000771}}}}, cost.可堆叠==1 / s2: any={""all"":{""have.2001275"":1,""any"":{""all"":{""is"":2000771,""芮尔"":1,""!宝石宣传"":1}}}}","data/config/rite/5006148.json"
"5006149","宠妃的珠宝订单","自宅:[2,12]","0","0","2","0","s1: type=char, is=2000019 / s2: type=item, cost.金币==5 / s3: type=item, 宝石=1, 大颗=1, cost.可堆叠==1","data/config/rite/5006149.json"
"5006150","女奴的珠宝订单","自宅:[2,12]","0","0","2","0","s1: type=char, is=2000019 / s2: type=item, cost.金币==3 / s3: type=item, 宝石=1, cost.可堆叠==1","data/config/rite/5006150.json"
"5006151","献给苏丹的珍宝","自宅:[2,12]","0","0","2","7","s1: type=char, is=2000019 / s2: type=item, cost.金币==10 / s3: type=item, 钻石=1, cost.可堆叠==1 / s4: type=item, 宝石=1, any={""祖母绿"":1,""红宝石"":1,""蓝宝石"":1,""钻石"":1}","data/config/rite/5006151.json"
"5006152","苏丹的征召","宫廷:[2,6]","1","0","3","0","s1: type=char, is=2000019","data/config/rite/5006152.json"
"5006153","品鉴王冠","宫廷:[2,6]","1","0","1","0","s1: type=char, is=2000019 / s2: type=char, any={""is"":2000460} / s3: type=char, any={""is"":2000065} / s4: type=char, any={""is"":2000062,""妻子"":1,""all"":{""is"":2000195,""变身公主"":1}}","data/config/rite/5006153.json"
"5006154","帝国最好的珠宝匠","自宅:[2,12]","1","0","1","0","s1: type=char, is=2000019","data/config/rite/5006154.json"
"5006155","年轻人的珠宝订单","自宅:[2,12]","0","0","2","0","s1: type=char, is=2000019 / s2: type=item, cost.金币==1 / s3: type=item, 宝石=1, cost.可堆叠==1","data/config/rite/5006155.json"
"5006156","恋人的珠宝订单","自宅:[2,12]","0","0","2","0","s1: type=char, is=2000019 / s2: type=item, cost.金币==1 / s3: type=item, 宝石=1, cost.可堆叠==1","data/config/rite/5006156.json"
"5006157","母亲的珠宝订单","自宅:[2,12]","0","0","2","0","s1: type=char, is=2000019 / s2: type=item, cost.金币==1 / s3: type=item, 宝石=1, cost.可堆叠==1","data/config/rite/5006157.json"
"5006158","不一样的宝石","商业区:[10,19]","0","0","1","0","s1: type=char, !怪物=1, !动物=1, any={""妻子"":1,""is"":2000005,""all"":{""is"":2000123,""贵族"":1},""法拉杰"":1} / s2: type=char, !怪物=1, !动物=1, any={""妻子"":1,""is"":2000005,""all"":{""is"":2000123,""贵族"":1},""法拉杰"":1} / s3: type=char, !怪物=1, !动物=1, any={""妻子"":1,""is"":2000005,""all"":{""is"":2000123,""贵族"":1},""法拉杰"":1}","data/config/rite/5006158.json"
"5006159","牛骨大狂热","自宅:[2,12]","0","0","1","0","s1: type=char, is=2000019 / s2: type=char","data/config/rite/5006159.json"
"5006165","流光溢彩的丝绸","自宅:[2,12]","0","0","1","1","s1: type=item, is=2000697 / s2: type=char, !动物=1, !怪物=1","data/config/rite/5006165.json"
"5006166","杀人检查","自宅:[2,12]","1","0","1","1","s1: type=char, is=2000432","data/config/rite/5006166.json"
"5006167","身体检查","自宅:[2,12]","1","0","1","0","s1: type=char, is=2000433 / s2: type=char, 和小安纵欲=1","data/config/rite/5006167.json"
"5006168","人类魔法","自宅:[2,12]","1","0","1","1","s1: type=char, is=2000434","data/config/rite/5006168.json"
"5006169","人类魔法","自宅:[2,12]","1","0","1","1","s1: type=char, is=2000434 / s2: type=item, cost.金币=[1,5]","data/config/rite/5006169.json"
"5006170","留的故事","自宅:[2,12]","1","0","1","1","s1: type=char, is=2000434","data/config/rite/5006170.json"
"5006171","妖精的笼子","野外:[1,14]","0","0","1","0","s1: type=char, !贵族=1 / s2: type=item, cost.金币==5 / s3: type=item, cost.消耗品==1, !金币=1","data/config/rite/5006171.json"
"5006172","三岔路口","野外:[1,14]","0","0","1","0","s1: type=item, is=2001320 / s2: type=item, is=2001321 / s3: type=item, is=2001322 / s4: type=char, 主角=1, !is=2000861","data/config/rite/5006172.json"
"5006173","恳求女王","野外:[1,14]","0","0","1","3","s1: type=char, 魔力>==5, !s9=1 / s2: type=char, 魔力>==5, !s9=1 / s3: type=char, 魔力>==5, !s9=1 / s4: type=char, 魔力>==5, !s9=1","data/config/rite/5006173.json"
"5006174","泉水牛肉","自宅:[2,12]","0","0","1","1","s1: type=item, is=2001328 / s2: type=char / s3: type=char / s4: type=char","data/config/rite/5006174.json"
"5006175","辣子鸡丁","自宅:[2,12]","0","0","1","1","s1: type=item, is=2001329 / s2: type=char / s3: type=char / s4: type=char","data/config/rite/5006175.json"
"5006176","驴肉火烧","自宅:[2,12]","0","0","1","1","s1: type=item, is=2001330 / s2: type=char / s3: type=char / s4: type=char","data/config/rite/5006176.json"
"5006177","女王的祝福","自宅:[2,12]","0","0","0","1","s1: type=item, is=2001327 / s2: type=char, any={""!怪物"":1,""is"":2000434}, !动物=1, !女王的祝福=1","data/config/rite/5006177.json"
"5006178","女王的逃亡","野外:[1,14]","1","0","1","0","s1: type=item, is=2001327 / s2: type=char, 女王的祝福=1, !主角=1 / s3: type=char, 女王的祝福=1, !主角=1 / s4: type=char, 女王的祝福=1, !主角=1","data/config/rite/5006178.json"
"5006179","眼球花馕","自宅:[2,12]","0","0","1","1","s1: type=item, is=2001335 / s2: type=char / s3: type=char / s4: type=char","data/config/rite/5006179.json"
"5006180","杀人汽水","自宅:[2,12]","0","0","1","1","s1: type=item, is=2001336 / s2: type=char / s3: type=char / s4: type=char","data/config/rite/5006180.json"
"5006181","麻辣蛇脖","自宅:[2,12]","0","0","1","1","s1: type=item, is=2001337 / s2: type=char / s3: type=char / s4: type=char","data/config/rite/5006181.json"
"5006182","空壳酿肉","自宅:[2,12]","0","0","1","1","s1: type=item, is=2001338 / s2: type=char / s3: type=char / s4: type=char","data/config/rite/5006182.json"
"5006183","咬人馍","自宅:[2,12]","0","0","1","1","s1: type=item, is=2001339 / s2: type=char / s3: type=char / s4: type=char","data/config/rite/5006183.json"
"5006184","骷髅泡酒","自宅:[2,12]","0","0","1","1","s1: type=item, is=2001340 / s2: type=char / s3: type=char / s4: type=char","data/config/rite/5006184.json"
"5006185","魅魔奶茶","自宅:[2,12]","0","0","1","1","s1: type=item, is=2001341 / s2: type=char / s3: type=char / s4: type=char","data/config/rite/5006185.json"
"5006186","八宝犀牛","自宅:[2,12]","0","0","1","1","s1: type=item, is=2001342 / s2: type=char / s3: type=char / s4: type=char","data/config/rite/5006186.json"
"5006501","讨伐氏族","宫廷:1","0","0","1","3","s1: type=sudan, 征服=1, rare<==2","data/config/rite/5006501.json"
"5006502","强夺凋零之花","自宅:[2,12]","1","0","1","0","s1: type=char, is=2000062 / s2: type=char, 主角=1 / s3: type=sudan, 纵欲=1, f:rare-s1.rare<==0","data/config/rite/5006502.json"
"5006503","那剧毒的果实","自宅:[2,12]","1","0","1","0","s1: type=char, 妻子=1 / s2: type=char, 主角=1 / s3: type=char, is=2000062 / s4: type=char, is=2000063","data/config/rite/5006503.json"
"5006504","我们应该分享一切","自宅:[2,12]","1","0","1","0","s1: type=char, 妻子=1 / s2: type=char, 主角=1 / s3: type=char, is=2000062","data/config/rite/5006504.json"
"5006505","这或许不是最好的主意……","自宅:[2,12]","0","0","1","2","s1: type=char, 妻子=1 / s2: type=char, 主角=1 / s3: type=item, cost.消耗品==1, !金币=1 / s4: type=item, cost.不满=1, is=2000083","data/config/rite/5006505.json"
"5006506","双姝","自宅:[2,12]","0","0","1","3","s1: type=char, 主角=1 / s2: type=char, is=2000062 / s3: type=char, 妻子=1 / s4: type=char, is=2000063","data/config/rite/5006506.json"
"5006507","花园里唯一的花","自宅:[2,12]","1","0","1","0","s1: type=char, 妻子=1 / s2: type=item, is=2000083","data/config/rite/5006507.json"
"5006508","沉默的恳谈","自宅:[2,12]","0","0","1","3","s1: type=char, is=2000063 / s2: type=char, 主角=1 / s3: type=char, 妻子=1 / s4: type=char, is=2000062","data/config/rite/5006508.json"
"5006509","何为正义","上城区:[7,12]","0","0","1","3","s1: type=char, is=2000063 / s2: type=char, is=2000062 / s3: any={""all"":{""type"":""char"",""妻子"":1}}","data/config/rite/5006509.json"
"5006510","轻易获得快乐","自宅:[2,12]","0","0","1","3","s1: type=char, is=2000063 / s2: type=char, any={""妻子"":1,""主角"":1}","data/config/rite/5006510.json"
"5006511","毁尸灭迹","上城区:[7,12]","1","0","1","0","s1: type=char, is=2000063 / s2: type=char, 主角=1","data/config/rite/5006511.json"
"5006512","谈判","上城区:[7,12]","0","0","1","3","s1: type=char, is=2000063 / s2: type=char, 主角=1 / s3: type=sudan, any={""杀戮"":1,""奢靡"":1}, rare<==2 / s4: type=item, cost.金币=[5,10]","data/config/rite/5006512.json"
"5006513","家破人亡","上城区:[7,12]","1","0","1","0","s1: type=char, is=2000063 / s2: type=char, is=2000062","data/config/rite/5006513.json"
"5006514","浴池里的波澜","上城区:[1,6]","0","0","1","7","s1: type=char, 主角=1 / s2: type=char, is=2000063 / s3: type=sudan, 纵欲=1, f:rare-s2.rare<==0","data/config/rite/5006514.json"
"5006515","丑闻缠身","野外:[9,10]","1","0","1","0","s1: type=char, is=2000063 / s2: type=char, is=2000062","data/config/rite/5006515.json"
"5006516","我们也许不该这样","上城区:[1,6]","0","0","1","3","s1: type=char, is=2000063 / s2: type=char, 主角=1 / s3: type=char, is=2000062 / s4: type=sudan, 纵欲=1, rare<==4","data/config/rite/5006516.json"
"5006517","古语教学","自宅:[2,12]","0","0","3","5","s1: type=char, is=2000123 / s2: type=char, 主角=1 / s3: type=item, cost.金币=[5,10] / s4: type=sudan, 奢靡=1, rare<==2","data/config/rite/5006517.json"
"5006518","编修之苦","宫廷:[7,10]","0","0","1","0","s1: type=char, is=2000123","data/config/rite/5006518.json"
"5006519","星灵咒文残卷","自宅:[2,12]","0","0","1","3","s1: type=item, is=2000544 / s2: type=char, is=2000123 / s3: type=char, 主角=1","data/config/rite/5006519.json"
"5006520","星灵之夜","自宅:[2,12]","1","0","3","0","s1: type=char, is=2000123","data/config/rite/5006520.json"
"5006521","星灵之夜","自宅:[2,12]","1","0","1","0","s1: type=char, is=2000123","data/config/rite/5006521.json"
"5006522","复仇","野外:[9,14]","0","0","1","3","s1: type=char, is=2000546 / s2: type=char, is=2000123 / s3: type=char, 主角=1 / s4: type=sudan, 杀戮=1, f:rare-s1.rare<==0","data/config/rite/5006522.json"
"5006523","孤女复仇记","自宅:[2,12]","0","0","1","1","s1: type=item, is=2000548 / s2: type=char, !动物=1, !怪物=1","data/config/rite/5006523.json"
"5006524","受赏","自宅:[2,12]","0","0","1","0","s1: type=char / s2: type=item, is=2000083, cost.不满=1","data/config/rite/5006524.json"
"5006525","受赏","自宅:[2,12]","0","0","1","0","s1: type=char / s2: type=item, is=2000083, cost.不满=1","data/config/rite/5006525.json"
"5006526","在阴影中","商业区:[10,19]","0","0","1","3","s1: type=char, is=2000123 / s2: type=char / s3: type=item, cost.消耗品==1, !金币=1","data/config/rite/5006526.json"
"5006527","为她买书","商业区:[4,5]","0","0","1","3","s1: type=char, is=2000123 / s2: type=item, cost.金币=[5,10] / s3: type=sudan, 奢靡=1, rare<==2","data/config/rite/5006527.json"
"5006528","在阴影中","商业区:[10,19]","0","0","1","3","s1: type=char, is=2000123 / s2: type=char / s3: type=item, cost.消耗品==1, !金币=1 / s4: type=sudan, any={""杀戮"":1,""征服"":1}, rare<==2","data/config/rite/5006528.json"
"5006529","复仇的滋味","自宅:[2,12]","0","0","1","1","s1: type=item, is=2000549 / s2: type=char, !动物=1, !怪物=1","data/config/rite/5006529.json"
"5006530","复仇的滋味","自宅:[2,12]","0","0","1","1","s1: type=item, is=2000550 / s2: type=char, !动物=1, !怪物=1","data/config/rite/5006530.json"
"5006531","复仇的滋味","自宅:[2,12]","0","0","1","1","s1: type=item, is=2000551 / s2: type=char, !动物=1, !怪物=1","data/config/rite/5006531.json"
"5006532","在阴影中","商业区:[10,19]","0","0","1","3","s1: type=char, is=2000123 / s2: type=char / s3: type=item, cost.金币=5 / s4: type=item, cost.消耗品==1, !金币=1","data/config/rite/5006532.json"
"5006533","血之墙","自宅:[2,12]","0","0","1","1","s1: type=item, is=2000552 / s2: type=char, !动物=1, !怪物=1","data/config/rite/5006533.json"
"5006534","蠢妓女和活恶棍","自宅:[2,12]","0","0","1","1","s1: type=item, is=2000547 / s2: type=char, !动物=1, !怪物=1","data/config/rite/5006534.json"
"5006535","正义必须……","上城区:[7,12]","1","0","1","0","s1: type=char, is=2000063 / s2: type=char, is=2000062","data/config/rite/5006535.json"
"5006536","从不缺席的挑战","上城区:[1,6]","0","0","1","5","s1: type=char, 恶名挑战者=1 / s2: type=char / s3: type=item, cost.消耗品==1, !金币=1 / s4: type=sudan, 杀戮=1, f:rare-s1.rare<==0","data/config/rite/5006536.json"
"5006537","弑父","上城区:[7,12]","0","0","1","5","s1: is=2000578, 恶名谋杀者=1 / s2: is=2000579, 恶名谋杀者=1 / s3: type=sudan, 杀戮=1, f:rare-s1.rare<==0, !s4=1 / s4: type=sudan, 杀戮=1, f:rare-s2.rare<==0, !s3=1","data/config/rite/5006537.json"
"5006538","清流与浊流","上城区:[7,12]","0","0","1","5","s1: is=2000580, 恶名谋杀者=1 / s2: is=2000581, 恶名谋杀者=1 / s3: type=sudan, 杀戮=1, f:rare-s1.rare<==0, !s4=1 / s4: type=sudan, 杀戮=1, f:rare-s2.rare<==0, !s3=1","data/config/rite/5006538.json"
"5006539","三角漩涡","上城区:[7,12]","0","0","1","5","s1: is=2000582, 恶名谋杀者=1 / s2: is=2000583, 恶名谋杀者=1 / s3: is=2000584, 恶名谋杀者=1 / s4: type=sudan, 杀戮=1, f:rare-s1.rare<==0, !s5=1, !s6=1","data/config/rite/5006539.json"
"5006540","致命主妇","上城区:[7,12]","0","0","1","5","s1: is=2000585, 恶名谋杀者=1 / s2: is=2000586, 恶名谋杀者=1 / s3: type=sudan, 杀戮=1, f:rare-s1.rare<==0, !s4=1 / s4: type=sudan, 杀戮=1, f:rare-s2.rare<==0, !s3=1","data/config/rite/5006540.json"
"5006541","弑君者","野外:[9,14]","0","0","1","3","s1: is=2000587, 恶名谋杀者=1 / s2: type=sudan, 杀戮=1, any={""rare="":4}","data/config/rite/5006541.json"
"5006542","杀妻求荣","商业区:[10,19]","0","0","1","5","s1: is=2000589, 恶名谋杀者=1 / s2: is=2000590, 恶名谋杀者=1 / s3: type=sudan, 杀戮=1, f:rare-s1.rare<==0, !s4=1 / s4: type=sudan, 杀戮=1, f:rare-s2.rare<==0, !s3=1","data/config/rite/5006542.json"
"5006543","殉情的请求","上城区:[7,12]","0","0","1","5","s1: is=2000591, 恶名谋杀者=1 / s2: is=2000592, 恶名谋杀者=1 / s3: type=sudan, 杀戮=1, f:rare-s1.rare<==0 / s4: type=sudan, 杀戮=1, f:rare-s2.rare<==0","data/config/rite/5006543.json"
"5006544","刺杀的阴影","自宅:[2,12]","1","0","1","0","s1: type=item, cost.蓄谋=[1,999] / s2: type=char, 大敌=1 / s3: type=char, 大敌=1 / s4: type=char, 大敌=1","data/config/rite/5006544.json"
"5006545","刺杀的阴影","自宅:[2,12]","1","0","1","0","s1: type=item, cost.蓄谋=[1,999] / s2: type=char, 大敌=1 / s3: type=char, 大敌=1 / s4: type=char, 大敌=1","data/config/rite/5006545.json"
"5006546","刺杀的阴影","自宅:[2,12]","1","0","1","0","s1: type=item, cost.蓄谋=[1,999] / s2: type=char, 大敌=1 / s3: type=char, 大敌=1 / s4: type=char, 大敌=1","data/config/rite/5006546.json"
"5006547","暗巷袭击","黑街:[2,5]","1","0","1","0","s1: type=char, 追随者=1, 恶名锁定=1 / s2: type=char, 追随者=1, 恶名锁定=1","data/config/rite/5006547.json"
"5006548","刺杀的阴影","自宅:[2,12]","1","0","1","0","s1: type=item, cost.蓄谋=[1,999] / s2: type=char, 大敌=1 / s3: type=char, 大敌=1 / s4: type=char, 大敌=1","data/config/rite/5006548.json"
"5006549","他们的复仇","自宅:[2,12]","1","0","1","0","s1: type=item, cost.蓄谋=[1,999] / s2: type=char, is=2000360 / s3: type=char, 大敌=1 / s4: type=char, 大敌=1","data/config/rite/5006549.json"
"5006550","血色绿洲","野外:[1,6]","0","0","1","5","s1: is=2000595 / s2: type=sudan, 征服=1, f:rare-s1.rare<==0 / s3: type=char / s4: 部队=1, any={""type"":""char"",""is"":""2000554""}","data/config/rite/5006550.json"
"5006551","玩泥巴的异族","野外:[1,6]","0","0","1","5","s1: is=2000596 / s2: type=sudan, 征服=1, f:rare-s1.rare<==0 / s3: type=char / s4: 部队=1, any={""type"":""char"",""is"":""2000554""}","data/config/rite/5006551.json"
"5006552","劫掠商队","野外:[1,6]","0","0","1","5","s1: is=2000597 / s2: type=sudan, 征服=1, f:rare-s1.rare<==0 / s3: type=char / s4: 部队=1, any={""type"":""char"",""is"":""2000554""}","data/config/rite/5006552.json"
"5006553","傲慢之罪","野外:[1,6]","0","0","1","5","s1: is=2000598 / s2: type=sudan, 征服=1, f:rare-s1.rare<==0 / s3: type=char / s4: 部队=1, any={""type"":""char"",""is"":""2000554""}","data/config/rite/5006553.json"
"5006554","富有的巨魔","野外:[1,6]","0","0","1","5","s1: is=2000599 / s2: type=sudan, 征服=1, f:rare-s1.rare<==0 / s3: type=char / s4: 部队=1, any={""type"":""char"",""is"":""2000554""}","data/config/rite/5006554.json"
"5006555","邪恶化身","自宅:[2,12]","0","0","1","3","s1: type=char, 主角=1","data/config/rite/5006555.json"
"5006556","连你也……","自宅:[2,12]","0","0","1","7","s1: type=char, 追随者=1, !怪物=1 / s2: type=char, 追随者=1, !怪物=1 / s3: type=char, 追随者=1, !怪物=1 / s4: type=char, 大敌=1","data/config/rite/5006556.json"
"5006557","神秘的援助","自宅:[2,12]","0","0","1","3","s1: any={""type"":""sudan""}, !秘宝=1, !is=2001327","data/config/rite/5006557.json"
"5006558","复原的神迹","神殿区:[2,10]","0","0","1","0","s1: type=sudan","data/config/rite/5006558.json"
"5006559","净化之火","神殿区:[2,10]","0","0","1","0","s1: type=sudan","data/config/rite/5006559.json"
"5006560","修建舍馆","商业区:[10,19]","0","0","1","0","s1: type=item, 空屋=1 / s2: type=item, cost.金币=10 / s3: type=sudan, 奢靡=1, rare==1","data/config/rite/5006560.json"
"5006561","舍馆","商业区:[10,19]","0","0","0","0","s1: type=char, 食客=1, !追随者=1, !暂留的食客1=1, !暂留的食客2=1, !暂留的食客3=1, !暂留的食客4=1, !暂留的食客5=1, !暂留的食客6=1 / s2: type=char, 食客=1, !追随者=1, !暂留的食客1=1, !暂留的食客2=1, !暂留的食客3=1, !暂留的食客4=1, !暂留的食客5=1, !暂留的食客6=1 / s3: type=char, 食客=1, !追随者=1, !暂留的食客1=1, !暂留的食客2=1, !暂留的食客3=1, !暂留的食客4=1, !暂留的食客5=1, !暂留的食客6=1 / s4: type=char, s1=1, !有跟班=1","data/config/rite/5006561.json"
"5006562","舍馆","商业区:[10,19]","0","0","0","0","s1: type=char, 食客=1, !追随者=1, 暂留的食客1=1 / s2: type=char, 食客=1, !追随者=1, 暂留的食客2=1 / s3: type=char, 食客=1, !追随者=1, 暂留的食客3=1 / s4: type=char, s1=1, !有跟班=1","data/config/rite/5006562.json"
"5006563","舍馆","商业区:[10,19]","0","0","0","0","s1: type=char, 食客=1, !追随者=1, !暂留的食客1=1, !暂留的食客2=1, !暂留的食客3=1, !暂留的食客4=1, !暂留的食客5=1, !暂留的食客6=1 / s2: type=char, 食客=1, !追随者=1, !暂留的食客1=1, !暂留的食客2=1, !暂留的食客3=1, !暂留的食客4=1, !暂留的食客5=1, !暂留的食客6=1 / s3: type=char, 食客=1, !追随者=1, !暂留的食客1=1, !暂留的食客2=1, !暂留的食客3=1, !暂留的食客4=1, !暂留的食客5=1, !暂留的食客6=1 / s4: type=char, 食客=1, !追随者=1, !暂留的食客1=1, !暂留的食客2=1, !暂留的食客3=1, !暂留的食客4=1, !暂留的食客5=1, !暂留的食客6=1","data/config/rite/5006563.json"
"5006564","舍馆","商业区:[10,19]","0","0","0","0","s1: type=char, 食客=1, !追随者=1, 暂留的食客1=1 / s2: type=char, 食客=1, !追随者=1, 暂留的食客2=1 / s3: type=char, 食客=1, !追随者=1, 暂留的食客3=1 / s4: type=char, 食客=1, !追随者=1, 暂留的食客4=1","data/config/rite/5006564.json"
"5006565","舍馆","商业区:[10,19]","0","0","0","0","s1: type=char, 食客=1, !追随者=1, !暂留的食客1=1, !暂留的食客2=1, !暂留的食客3=1, !暂留的食客4=1, !暂留的食客5=1, !暂留的食客6=1 / s2: type=char, 食客=1, !追随者=1, !暂留的食客1=1, !暂留的食客2=1, !暂留的食客3=1, !暂留的食客4=1, !暂留的食客5=1, !暂留的食客6=1 / s3: type=char, 食客=1, !追随者=1, !暂留的食客1=1, !暂留的食客2=1, !暂留的食客3=1, !暂留的食客4=1, !暂留的食客5=1, !暂留的食客6=1 / s4: type=char, 食客=1, !追随者=1, !暂留的食客1=1, !暂留的食客2=1, !暂留的食客3=1, !暂留的食客4=1, !暂留的食客5=1, !暂留的食客6=1","data/config/rite/5006565.json"
